name,manufacturer,msrp,nvme_slot_count,ethernet,photo,socket,form_factor,max_memory,memory_slots,color
Gigabyte G1.Sniper 3,Gigabyte ,,,,,LGA1155,EATX,32,4,Black / Green
ECS H77H2-M3(1.0),ECS ,,,,,LGA1155,Micro ATX,16,2,Black / Gray
ASRock Z77 Extreme9,ASRock ,,,,,LGA1155,ATX,32,4,Black / Silver
ASRock B75M-GL,ASRock ,,,,,LGA1155,Micro ATX,16,2,Brown / Black
Zotac H67ITX-D-E,Zotac ,,,,,LGA1155,Mini ITX,16,2,Black / Silver
Biostar Hi-Fi Z77X 5.x,Biostar ,,,,,LGA1155,ATX,32,4,Black / Blue
EVGA Z77 FTW,EVGA ,,,,,LGA1155,EATX,32,4,Black / Red
Intel DZ77RE75K,Intel ,,,,,LGA1155,ATX,32,4,Black / Blue
Asus F1A55-M LE R2.0,Asus ,,,,,FM1,Micro ATX,32,2,Black / Blue
EVGA 131-IB-E695-KR,EVGA ,,,,,LGA1155,ATX,32,4,Black
ECS H61H2-I3 (v1.0),ECS ,,,,,LGA1155,Mini ITX,16,2,Black / Gray
Gigabyte GA-F2A85X-UP4,Gigabyte ,,,,,FM2,ATX,64,4,Black / Gray
Asus F2A55-M/CSM,Asus ,,,,,FM2,Micro ATX,64,4,Black / Blue
MSI Z77IA-E53,MSI ,,,,,LGA1155,Mini ITX,16,2,Black / Blue
Intel DZ68AF,Intel ,,,,,LGA1155,Micro ATX,32,4,Black / Blue
Zotac Z77ITX-A-E,Zotac ,,,,,LGA1155,Mini ITX,16,2,Black / Yellow
ASRock Z77 Extreme6/TB4,ASRock ,,,,,LGA1155,ATX,32,4,Black / Gold
Biostar Hi-Fi A85S3,Biostar ,,,,,FM2,Micro ATX,32,2,Black
Gigabyte GA-Z77X-UD4H,Gigabyte ,,,,,LGA1155,ATX,32,4,Black / Gray
Gigabyte GA-C847N-D,Gigabyte ,,,,,Integrated Celeron 847,Mini ITX,16,2,Blue / White
Gigabyte GA-H61M-HD2,Gigabyte ,,,,,LGA1155,Micro ATX,16,2,Blue / White
ASRock FM2A85X-ITX,ASRock ,,,,,FM2,Mini ITX,32,2,Black / Gold
Biostar A960D+,Biostar ,,,,,AM3+,Micro ATX,16,2,Black / Red
ASRock B75M-DGS R2.0,ASRock ,,,,,LGA1155,Micro ATX,16,2,Brown / Black
Gigabyte GA-Z87M-D3H 1.0,Gigabyte ,,,,,LGA1150,Micro ATX,32,4,Black / Gray
Gigabyte GA-Z87X-OC Force,Gigabyte ,,,,,LGA1150,EATX,32,4,Black / Orange
ASRock Z87 Extreme3,ASRock ,,,,,LGA1150,ATX,32,4,Brown / Black
ASRock B85M-GL,ASRock ,,,,,LGA1150,Micro ATX,16,2,Brown / Black
Gigabyte GA-Z87X-OC,Gigabyte ,,,,,LGA1150,ATX,32,4,Black / Orange
EVGA 151-SE-E779-K3,EVGA ,,,,,LGA2011,XL ATX,32,4,Black / Red
ASRock Z87 OC Formula,ASRock ,,,,,LGA1150,EATX,32,4,Black / Yellow
ECS NM70-I2(1.0),ECS ,,,,,Integrated Celeron 1037U,Mini ITX,16,2,Black / Gray
Asus Z87I-Pro Mini-ITX,Asus ,,,,,LGA1150,Mini ITX,16,2,Black / Gold
Gigabyte GA-H87M-HD3,Gigabyte ,,,,,LGA1150,Micro ATX,16,2,Black / Gray
Asus A55M-E,Asus ,,,,,FM2,Micro ATX,32,2,Black / Blue
ECS H61H2-I5 (V1.0),ECS ,,,,,LGA1155,Mini ITX,16,2,
ASRock Q87M vPro/ASM,ASRock ,,,,,LGA1150,Micro ATX,32,4,
Asus A88X-PLUS,Asus ,,,,,FM2+,ATX,64,4,Black / Gold
Gigabyte GA-H87N,Gigabyte ,,,,,LGA1150,Mini ITX,16,2,Black / Gray
ASRock FM2A75M Pro4+,ASRock ,,,,,FM2+,Micro ATX,64,4,Brown / Black
Gigabyte GA-970A-DS3P BOM,Gigabyte ,,,,,AM3+,ATX,32,4,Black / Gray
Asus Z87-A (NFC Express Edition),Asus ,,,,,LGA1150,ATX,32,4,Black / Gold
MSI CSM-B85M-E45,MSI ,,,,,LGA1150,Micro ATX,32,4,Black / Blue
Foxconn H81MX,Foxconn ,,,,,LGA1150,Micro ATX,16,2,Black / Blue
ASRock FM2A55M-VG3+,ASRock ,,,,,FM2+,Micro ATX,32,2,Brown / Black
Biostar Hi-Fi H81S2,Biostar ,,,,,LGA1150,ATX,16,2,Black / Silver
ASRock FM2A78M-HD+,ASRock ,,,,,FM2+,Micro ATX,32,2,Brown / Black
Asus A55BM-K,Asus ,,,,,FM2+,Micro ATX,32,2,Black / Yellow
ECS A75F2-M,ECS ,,,,,FM2,Micro ATX,32,4,Black / White
Asus F2A85-M2,Asus ,,,,,FM2,Micro ATX,64,4,Black / Blue
ECS B85H3-M7,ECS ,,,,,LGA1150,Micro ATX,16,2,Black / Gray
ASRock Fatal1ty H97 Killer,ASRock ,,,,,LGA1150,ATX,32,4,Black / Red
ASRock Z97E-ITX/ac,ASRock ,,,,,LGA1150,Mini ITX,16,2,Black / Blue
Gigabyte GA-Z97X-Gaming GT,Gigabyte ,,,,,LGA1150,ATX,32,4,Black / Red
MSI Z97I Gaming AC,MSI ,,,,,LGA1150,Mini ITX,16,2,Black / Red
Asus H97M-E/CSM,Asus ,,,,,LGA1150,Micro ATX,32,4,Black / Gold
MSI H97M-E35,MSI ,,,,,LGA1150,Micro ATX,16,2,Black / Blue
Biostar Hi-Fi Z97WE,Biostar ,,,,,LGA1150,ATX,32,4,Black / Gold
ASRock Z97 OC FORMULA,ASRock ,,,,,LGA1150,ATX,32,4,Black / Yellow
MSI Z97-G43 GAMING,MSI ,,,,,LGA1150,ATX,32,4,Black / Red
Foxconn H97M Plus,Foxconn ,,,,,LGA1150,Micro ATX,32,4,Black / Silver
ASRock Z97 Extreme6/ac,ASRock ,,,,,LGA1150,ATX,32,4,Black / Blue
Gigabyte GA-Z87M-HD3,Gigabyte ,,,,,LGA1150,Micro ATX,16,2,Black / Silver
MSI Z97-Gaming 9 ACK,MSI ,,,,,LGA1150,ATX,32,4,Black / Red
MSI A68HM-P33,MSI ,,,,,FM2+,Micro ATX,32,2,Black / Blue
MSI Z97I GAMING ACK,MSI ,,,,,LGA1150,Mini ITX,16,2,Black / Red
MSI X99A MPOWER,MSI ,,,,,LGA2011-3,ATX,128,8,Black / Yellow
ASRock H81M-DG4,ASRock ,,,,,LGA1150,Micro ATX,16,2,Brown / Black
Asus P5P41T LE,Asus ,,,,,LGA775,ATX,8,2,Black / Blue
Gigabyte GA-H81M-D3V,Gigabyte ,,,,,LGA1150,Micro ATX,16,2,Black / Silver
Gigabyte GA-Z97X-Game Plus,Gigabyte ,,,,,LGA1150,ATX,32,4,Black / Green
ASRock Fatal1ty X99X Killer/3.1,ASRock ,,,,,LGA2011-3,ATX,128,8,Black / Red
Gigabyte GA-B85M-DASH,Gigabyte ,,,,,LGA1150,Micro ATX,32,4,Black
ASRock Z170 Extreme4+,ASRock ,,,,,LGA1151,ATX,64,4,Black / Gold
ASRock H170M Pro4S,ASRock ,,,,,LGA1151,Micro ATX,64,4,Black / Orange
Asus B150M-C D3,Asus ,,,,,LGA1151,Micro ATX,64,4,Black / Gold
Asus B150-PLUS D3,Asus ,,,,,LGA1151,ATX,64,4,Black / Gold
Gigabyte GA-Z170X-SOC FORCE,Gigabyte ,,,,,LGA1151,EATX,64,4,Black / Orange
ASRock B150 Pro4/D3,ASRock ,,,,,LGA1151,ATX,64,4,Black / Orange
ASRock Q170M vPro,ASRock ,,,,,LGA1151,Micro ATX,64,4,Black / Orange
ECS Z170-CLAYMORE,ECS ,,,,,LGA1151,ATX,64,4,Black
Gigabyte GA-H110M-S2HP,Gigabyte ,,,,,LGA1151,Micro ATX,32,2,Black
ASRock B150M-ITX,ASRock ,,,,,LGA1151,Mini ITX,32,2,Black / Orange
MSI Z170A-G43 PLUS,MSI ,,,,,LGA1151,ATX,64,4,Black / White
Supermicro C7Z170-SQ,Supermicro ,,,,,LGA1151,ATX,64,4,Black / Red
Asus N3150I-C,Asus ,,,,,Integrated Celeron N3150,Mini ITX,8,2,Black / Gold
Asus B150M-C/CSM,Asus ,,,,,LGA1151,Micro ATX,64,4,Black / Gold
ASRock B150M-HDS,ASRock ,,,,,LGA1151,Micro ATX,32,2,Black / Orange
Gigabyte MW31-SP0,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Blue
EVGA Z170 Classified K,EVGA ,,,,,LGA1151,ATX,64,4,Black / Red
MSI CSM-H170M-A Pro,MSI ,,,,,LGA1151,Micro ATX,64,4,Black / White
MSI B150M ECO,MSI ,,,,,LGA1151,Micro ATX,32,2,Black / White
ASRock E3V5 Performance Gaming/OC,ASRock ,,,,,LGA1151,ATX,64,4,Black / Red
Asus H110M-D D3,Asus ,,,,,LGA1151,Micro ATX,32,2,Black / Silver
ASRock B150 GAMING K4/HYPER,ASRock ,,,,,LGA1151,ATX,64,4,Black / Red
Asus P10S-M,Asus ,,,,,LGA1151,Micro ATX,64,4,Black / Blue
Asus H170I-PRO/CSM,Asus ,,,,,LGA1151,Mini ITX,32,2,Black / Gold
ASRock Fatal1ty E3V5 Performance Gaming/OC,ASRock ,,,,,LGA1151,ATX,64,4,Black / Red
Asus B150-PRO,Asus ,,,,,LGA1151,ATX,64,4,Black / Gold
Biostar B250GT5,Biostar ,,,,,LGA1151,ATX,64,4,Black / White
Biostar B250GT3,Biostar ,,,,,LGA1151,Micro ATX,64,4,Black / White
Gigabyte GA-Z270X-UD5,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Silver
Supermicro C7Z270-PG,Supermicro ,,,,,LGA1151,ATX,64,4,Black
MSI Z270 CAMO SQUAD,MSI ,,,,,LGA1151,ATX,64,4,Black / Beige
Biostar X370GT7,Biostar ,,,,,AM4,ATX,64,4,Black / White
Biostar B350ET2,Biostar ,,,,,AM4,Micro ATX,32,2,Black
Asus PRIME B250M-J,Asus ,,,,,LGA1151,Micro ATX,32,2,Black / Silver
ASRock Fatal1ty X299 Professional Gaming i9,ASRock ,,,,,LGA2066,ATX,128,8,Black / Silver
Gigabyte X299 AORUS Ultra Gaming,Gigabyte ,,,,,LGA2066,ATX,128,8,Black
Gigabyte X299 UD4,Gigabyte ,,,,,LGA2066,ATX,128,8,Black / Gray
ASRock X299 Taichi XE,ASRock ,,,,,LGA2066,ATX,128,8,Black / Silver
Supermicro C7Z270-CG-L,Supermicro ,,,,,LGA1151,ATX,64,4,Black / Red
Asus PRIME H270M PLUS CSM,Asus ,,,,,LGA1151,Micro ATX,64,4,Black
Gigabyte X299 AORUS Gaming 7 Pro,Gigabyte ,,,,,LGA2066,ATX,128,8,Black
Supermicro C9Z390-CG,Supermicro ,,,,,LGA1151,ATX,128,4,Black
Supermicro X11SCZ-F,Supermicro ,,,,,LGA1151,Micro ATX,64,4,Green / Silver
Biostar X470GTA,Biostar ,,,,,AM4,ATX,64,4,Black / Silver
Biostar X570GTA,Biostar ,,,,,AM4,ATX,128,4,Black / Silver
MSI B250M PRO OPT BOOST,MSI ,,,,,LGA1151,Micro ATX,32,2,Black
ASRock Z490 Phantom Gaming 4SR,ASRock ,,,,,LGA1200,ATX,128,4,Black
EVGA Z490 DARK,EVGA ,,,,,LGA1200,EATX,64,2,Black
Biostar Racing Z490T-Silver,Biostar ,,,,,LGA1200,Mini ITX,64,2,Black / Silver
MSI B365M PRO-VD,MSI ,,,,,LGA1151,Micro ATX,32,2,Black
MSI X299-A PRO,MSI ,,,,,LGA2066,ATX,256,8,Black
Biostar B460GTA,Biostar ,,,,,LGA1200,ATX,128,4,Black
Biostar B460GTQ,Biostar ,,,,,LGA1200,Micro ATX,128,4,Black
Biostar B560GTQ,Biostar ,,,,,LGA1200,Micro ATX,128,4,Black / Blue
Asus PRO H410M-C2/CSM,Asus ,,,,,LGA1200,Micro ATX,64,2,Green
Asus PRIME H610M-K D4-CSM,Asus ,,,,,LGA1700,Micro ATX,64,2,Silver / Black
Biostar H610MX-E,Biostar ,,,,,LGA1700,Micro ATX,64,2,Gray / Black
Gigabyte B660 DS3H AC,Gigabyte ,,,,,LGA1700,ATX,128,4,Black
Asus PRIME B650M-A WIFI-CSM,Asus ,,,,,AM5,Micro ATX,128,4,Silver / Black
Asus EX-B760M-V5 D4,Asus ,,,,,LGA1700,Micro ATX,64,2,Red / Black
Gigabyte B760M AORUS PRO DDR4,Gigabyte ,,,,,LGA1700,Micro ATX,128,4,Black / Silver
Gigabyte B760M AORUS PRO,Gigabyte ,,,,,LGA1700,Micro ATX,192,4,Black / Silver
Biostar B760MXC PRO,Biostar ,,,,,LGA1700,Micro ATX,192,4,Black / Silver
ASRock H610M-HDVP/D5 R2.0,ASRock ,,,,,LGA1700,Micro ATX,96,2,Black
Asus PRIME B650M-K-CSM,Asus ,,,,,AM5,Micro ATX,96,2,Silver / Black
Asus Pro H610M-CT2 D4-CSM,Asus ,,,,,LGA1700,Micro ATX,64,2,Green
Asus EX-B650M-V7,Asus ,,,,,AM5,Micro ATX,96,2,Black / Red
Asus PRIME H610M-D-CSM,Asus ,,,,,LGA1700,Micro ATX,96,2,Black / Silver
Asus PRIME H610M-K D4 ARGB-CSM,Asus ,,,,,LGA1700,Micro ATX,64,2,Black / Silver
Gigabyte B760M D,Gigabyte ,,,,,LGA1700,Micro ATX,96,2,Black / Gray
Gigabyte B360 M AORUS PRO (rev.1.0),Gigabyte ,,,,,LGA1700,Micro ATX,64,4,Black / Orange
Biostar A620MS,Biostar ,,,,,AM5,Micro ATX,96,2,Black
Asus PRIME B760M-F D4,Asus ,,,,,LGA1700,Micro ATX,64,2,Black / Silver
Asus PRIME B760M-F-CSM,Asus ,,,,,LGA1700,Micro ATX,96,2,Black / Gray
Gigabyte GA-H55M-S2,Gigabyte ,,,,,LGA1156,Micro ATX,16,2,Blue / White
Intel DH57DD,Intel ,,,,,LGA1156,Micro ATX,16,4,Blue / White
Gigabyte GA-H57M-USB3,Gigabyte ,,,,,LGA1156,Micro ATX,16,4,Blue / White
EVGA 132-LF-E655-KR,EVGA ,,,,,LGA1156,ATX,16,4,Black
EVGA 141-LF-E658-KR,EVGA ,,,,,LGA1156,EATX,16,4,Black / Red
Intel DP55SB,Intel ,,,,,LGA1156,Micro ATX,16,4,Black / Blue
Gigabyte GA-P55A-UD6,Gigabyte ,,,,,LGA1156,ATX,16,6,Blue / White
MSI 740GM-P25,MSI ,,,,,AM3,Micro ATX,8,2,Black / Blue
Foxconn A74ML-K,Foxconn ,,,,,AM3,Micro ATX,8,2,Blue / White
Gigabyte GA-MA74GM-S2,Gigabyte ,,,,,AM3/AM2+/AM2,Micro ATX,8,2,Blue / White
Foxconn A76ML-K,Foxconn ,,,,,AM3/AM2+/AM2,Micro ATX,4,2,
Asus M4A78L-M,Asus ,,,,,AM3/AM2+/AM2,Micro ATX,8,2,
ASRock 770 Extreme3,ASRock ,,,,,AM3,ATX,16,4,Black / White
Asus M4A785TD-V EVO/U3S6,Asus ,,,,,AM3,ATX,16,4,Black / Blue
ASRock A785GXH/128M,ASRock ,,,,,AM3/AM2+/AM2,ATX,16,4,
Gigabyte GA-790XTA-UD4,Gigabyte ,,,,,AM3,ATX,16,4,Blue / White
Gigabyte GA-890XA-UD3,Gigabyte ,,,,,AM3,ATX,16,4,Blue / White
MSI 870A-G54,MSI ,,,,,AM3,ATX,16,4,Black / Blue
EVGA 141-BL-E760-A1,EVGA ,,,,,LGA1366,EATX,24,6,Black / Red
Asus Rampage II Gene,Asus ,,,,,LGA1366,Micro ATX,24,6,Black / Blue
Gigabyte GA-P55-UD3R,Gigabyte ,,,,,LGA1156,ATX,16,4,Blue / White
Asus M4A88T-M/USB3,Asus ,,,,,AM3,Micro ATX,16,4,Black / Blue
ASRock H55M PRO,ASRock ,,,,,LGA1156,Micro ATX,16,4,Black / Blue
ASRock P55 Pro/USB3,ASRock ,,,,,LGA1156,ATX,16,4,Black / Blue
Asus M4A78LT-M LE,Asus ,,,,,AM3,Micro ATX,8,2,Black / Blue
ASRock 890GX Extreme4,ASRock ,,,,,AM3,ATX,16,4,Black / Blue
Asus P7H55-M LX,Asus ,,,,,LGA1156,Micro ATX,8,2,Black / Blue
Gigabyte GA-M68MT-D3,Gigabyte ,,,,,AM3,Micro ATX,8,2,Blue / White
Biostar A770E3,Biostar ,,,,,AM3,ATX,16,4,Multicolor
MSI P55-CD53,MSI ,,,,,LGA1156,ATX,16,4,Black / Blue
MSI 880GM-E41,MSI ,,,,,AM3,Micro ATX,16,4,Black / Blue
Biostar TA880G HD,Biostar ,,,,,AM3,Micro ATX,16,4,Black / Red
Foxconn Q57M,Foxconn ,,,,,LGA1156,Micro ATX,16,4,
ECS A790GXM-AD3,ECS ,,,,,AM3,ATX,32,4,Multicolor
Biostar N68S,Biostar ,,,,,AM2+/AM2,Micro ATX,8,2,Black / Red
Jetway JMA3-880GP-LF,Jetway ,,,,,AM3,Micro ATX,8,2,
Jetway JMA3-79GDGEXL-LF,Jetway ,,,,,AM3/AM2+/AM2,Micro ATX,4,4,
Asus M4A88T-M LE,Asus ,,,,,AM3,Micro ATX,8,2,Black / Blue
MSI 870S-G54,MSI ,,,,,AM3,ATX,16,4,Black / Blue
Zotac GF6100-F-E,Zotac ,,,,,AM3,Micro ATX,4,2,Multicolor
Foxconn A9DA-S,Foxconn ,,,,,AM3,ATX,16,4,Black / Yellow
Biostar G41 HD,Biostar ,,,,,LGA775,Micro ATX,4,2,
Gigabyte GA-890FXA-UD7,Gigabyte ,,,,,AM3,XL ATX,16,4,Blue / White
Asus M4A77T/USB3,Asus ,,,,,AM3,ATX,16,4,
MSI 785GM-E51,MSI ,,,,,AM3,Micro ATX,16,4,Black / Blue
ECS A785GM-M5 1.0,ECS ,,,,,AM3/AM2+/AM2,Micro ATX,8,2,
ECS A785GM-AD3(1.0),ECS ,,,,,AM3,ATX,16,4,
Biostar A780L3L,Biostar ,,,,,AM3,Micro ATX,8,2,Black / Red
ECS P55H-AK (V1.0),ECS ,,,,,LGA1156,ATX,16,4,
ECS G41T-R3(V1.0A),ECS ,,,,,LGA775,Micro ATX,8,2,
ECS A885GM-A2 (V1.1),ECS ,,,,,AM3,ATX,32,4,
MSI P55A FUZION,MSI ,,,,,LGA1156,ATX,16,4,Black / Blue
Jetway JM26GT4-D3-LF,Jetway ,,,,,AM3,Micro ATX,4,2,
MSI H55-GD65,MSI ,,,,,LGA1156,ATX,16,4,Black / Blue
Asus P7H55-M/CSM,Asus ,,,,,LGA1156,Micro ATX,16,4,Black / Blue
Biostar TP45E Combo 6.X,Biostar ,,,,,LGA775,ATX,8,4,
Foxconn P55MX,Foxconn ,,,,,LGA1156,Micro ATX,8,2,
Jetway JXBLUE-H55-MINI-LF,Jetway ,,,,,LGA1156,Micro ATX,8,2,
Zotac 880GITX-A-E,Zotac ,,,,,AM3,Mini ITX,8,2,Black / Yellow
Gigabyte GA-H67A-UD3H,Gigabyte ,,,,,LGA1155,ATX,16,4,Blue / White
Gigabyte GA-H67MA-D2H,Gigabyte ,,,,,LGA1155,Micro ATX,16,2,Blue / White
Gigabyte GA-H67M-D2,Gigabyte ,,,,,LGA1155,Micro ATX,16,2,Blue / White
Gigabyte GA-P67A-UD4,Gigabyte ,,,,,LGA1155,ATX,16,4,Black
MSI P67A-GD65,MSI ,,,,,LGA1155,ATX,32,4,Black / Blue
MSI P67A-GD53,MSI ,,,,,LGA1155,ATX,32,4,Black / Blue
MSI P67A-C43,MSI ,,,,,LGA1155,ATX,32,4,Black / Blue
MSI P67S-C43,MSI ,,,,,LGA1155,ATX,32,4,Black / Blue
Intel DH67GD,Intel ,,,,,LGA1155,Micro ATX,32,4,Black / Blue
Biostar TP67XE,Biostar ,,,,,LGA1155,ATX,16,4,
MSI H67MA-E45,MSI ,,,,,LGA1155,Micro ATX,32,4,Black / Blue
MSI H55M-E21,MSI ,,,,,LGA1156,Micro ATX,8,2,Black / Blue
Jetway JMIH55-M-LF,Jetway ,,,,,LGA1156,Micro ATX,8,2,
ASRock H67DE3,ASRock ,,,,,LGA1155,ATX,32,4,
Biostar TP67B+,Biostar ,,,,,LGA1155,ATX,16,4,
Intel DX58OG,Intel ,,,,,LGA1366,ATX,24,6,Black / Blue
Biostar A780L3G,Biostar ,,,,,AM3,Micro ATX,8,2,Black / Red
Biostar P43-A7,Biostar ,,,,,LGA775,ATX,8,4,
Jetway JNC81-LF,Jetway ,,,,,AM2+/AM2,Mini ITX,4,2,
Asus M4A87T,Asus ,,,,,AM3,ATX,16,4,
Asus Maximus IV Extreme (REV 3.0),Asus ,,,,,LGA1155,EATX,32,4,
MSI P67A-G45 (B3),MSI ,,,,,LGA1155,ATX,32,4,Black / Blue
ASRock H61M/U3S3,ASRock ,,,,,LGA1155,Micro ATX,16,2,Black / Blue
ASRock H67M-ITX,ASRock ,,,,,LGA1155,Mini ITX,16,2,Black / Blue
MSI P67A-GD53 (B3),MSI ,,,,,LGA1155,ATX,32,4,Black / Blue
Gigabyte GA-P67A-UD3P-B3,Gigabyte ,,,,,LGA1155,ATX,32,4,Black
Asus P8P67 WS Revolution (REV 3.0),Asus ,,,,,LGA1155,ATX,32,4,Black / Blue
ASRock 880G Pro3,ASRock ,,,,,AM3,ATX,32,4,Black / Blue
Biostar TP67XE (B3),Biostar ,,,,,LGA1155,ATX,16,4,Black / Red
Jetway JMIH61M-DU3-LF,Jetway ,,,,,LGA1155,Micro ATX,8,2,
MSI P67A-GD80 (B3),MSI ,,,,,LGA1155,ATX,32,4,Black / Blue
Biostar H61ML,Biostar ,,,,,LGA1155,Micro ATX,8,2,Black / Red
Asus P8P67 EVO (REV 3.0),Asus ,,,,,LGA1155,ATX,32,4,
Biostar H61MU3,Biostar ,,,,,LGA1155,Micro ATX,8,2,Black / Red
ASRock P67 Pro3 SE,ASRock ,,,,,LGA1155,ATX,32,4,Black / Blue
Foxconn A76ML-K 3.0,Foxconn ,,,,,AM3,Micro ATX,8,2,Blue / White
Asus AT3IONT-I Deluxe,Asus ,,,,,Integrated Atom 330,Mini ITX,4,2,Black / Blue
MSI E350IS-E45,MSI ,,,,,Integrated E-Series E-350,Mini ITX,8,2,Black / Blue
Jetway JNC85-E350-LF,Jetway ,,,,,Integrated E-Series E-350,Mini ITX,8,2,
ASRock E350M1,ASRock ,,,,,Integrated E-Series E-350,Mini ITX,16,2,Black / Blue
Asus E35M1-M PRO,Asus ,,,,,Integrated E-Series E-350,Micro ATX,8,2,Black / Blue
Gigabyte GA-Z68X-UD5-B3,Gigabyte ,,,,,LGA1155,ATX,32,4,Black
Gigabyte GA-Z68MX-UD2H-B3,Gigabyte ,,,,,LGA1155,Micro ATX,32,4,Blue / White
ASRock Z68 Pro3,ASRock ,,,,,LGA1155,ATX,32,4,Black / Blue
Intel DH67CLB3,Intel ,,,,,LGA1155,ATX,32,4,Black / Blue
Asus E35M1-I,Asus ,,,,,Integrated E-Series E-350,Mini ITX,8,2,Black / Blue
Biostar A770 A2+,Biostar ,,,,,AM2+/AM2,ATX,16,4,
MSI H67MS-E23 (B3),MSI ,,,,,LGA1155,Micro ATX,16,2,Black / Blue
Biostar TH55 XE,Biostar ,,,,,LGA1156,Micro ATX,16,4,
Intel DP67BGB3,Intel ,,,,,LGA1155,ATX,32,4,Black / Blue
Jetway JM28GT4D3-LF,Jetway ,,,,,AM3,Micro ATX,4,2,
Biostar TH61A,Biostar ,,,,,LGA1155,ATX,16,2,
MSI Z68A-GD65 (B3),MSI ,,,,,LGA1155,ATX,32,4,Black / Blue
Gigabyte GA-Z68XP-UD5,Gigabyte ,,,,,LGA1155,ATX,32,4,Black / Silver
MSI 990FXA-GD65,MSI ,,,,,AM3+,ATX,32,4,
Biostar A780L3B,Biostar ,,,,,AM3,Micro ATX,16,2,Black / Red
Gigabyte GA-A75-D3H,Gigabyte ,,,,,FM1,ATX,32,4,Blue / White
ASRock P67 Extreme4 Gen3,ASRock ,,,,,LGA1155,ATX,32,4,Black / Silver
MSI Z68A-G43 (B3),MSI ,,,,,LGA1155,ATX,32,4,Black / Blue
Gigabyte GA-Z68M-D2H,Gigabyte ,,,,,LGA1155,Micro ATX,32,4,Blue / White
MSI Z68MA-G45 (B3),MSI ,,,,,LGA1155,Micro ATX,32,4,Black / Blue
Zotac Z68ITX-B-E,Zotac ,,,,,LGA1155,Mini ITX,16,2,Black / Silver
MSI H67A-G43 (B3),MSI ,,,,,LGA1155,ATX,32,4,Black / Blue
MSI Z68A-GD80 (G3),MSI ,,,,,LGA1155,ATX,32,4,Black / Blue
ASRock A75M-ITX,ASRock ,,,,,FM1,Mini ITX,16,2,Black / Blue
MSI Z68A-G45 (B3),MSI ,,,,,LGA1155,ATX,32,4,Black / Blue
MSI A55M-P35,MSI ,,,,,FM1,Micro ATX,16,2,Black / Blue
ASRock A55 Pro3,ASRock ,,,,,FM1,ATX,32,4,Black / Blue
Biostar H61MLB,Biostar ,,,,,LGA1155,Micro ATX,16,2,Black / Red
ECS A990FXM-A V1.0 CFX/CLI,ECS ,,,,,AM3+,ATX,128,4,
ECS A990FXM-A V1.0,ECS ,,,,,AM3+,ATX,128,4,
Gigabyte GA-X79-UD7,Gigabyte ,,,,,LGA2011,XL ATX,32,4,Black / Orange
EVGA 132-SE-E775-KR,EVGA ,,,,,LGA2011,ATX,32,4,Black / Silver
Asus F1A55-M LE,Asus ,,,,,FM1,Micro ATX,32,2,Black / Blue
Asus F1A55-M/CSM,Asus ,,,,,FM1,Micro ATX,32,4,Black / Blue
MSI A75MA-P35,MSI ,,,,,FM1,Micro ATX,16,2,Black / Blue
ECS A55F-M3(1.0),ECS ,,,,,FM1,Micro ATX,32,2,
Gigabyte GA-880GM-D2H (REV. 3.1),Gigabyte ,,,,,AM3+,Micro ATX,8,2,
Gigabyte GA-880GM-USB3L,Gigabyte ,,,,,AM3+,Micro ATX,8,2,
EVGA 151-SE-E777-KR,EVGA ,,,,,LGA2011,EATX,32,4,Black / Red
MSI 870A-G54 (FX),MSI ,,,,,AM3+,ATX,32,4,Black / Blue
Jetway JI61G-ITX,Jetway ,,,,,LGA1155,Mini ITX,8,2,
Intel DZ68ZV,Intel ,,,,,LGA1155,ATX,32,4,Black / Blue
Intel DBS1200KP,Intel ,,,,,LGA1155,Mini ITX,16,2,Green
Jetway JTA980AG,Jetway ,,,,,AM3+,ATX,8,2,
Gigabyte GA-Z68AP-D3(R2.0),Gigabyte ,,,,,LGA1155,ATX,32,4,
Biostar TA970XE,Biostar ,,,,,AM3+,ATX,32,4,Black / Red
ECS H55H-M(1.0),ECS ,,,,,LGA1156,Micro ATX,8,2,
Jetway JNMF92-H61,Jetway ,,,,,LGA1155,Micro ATX,8,2,
Biostar TZ77MXE,Biostar ,,,,,LGA1155,Micro ATX,32,4,Black / Red
Biostar TZ77A,Biostar ,,,,,LGA1155,ATX,32,4,Black / Red
Biostar TZ77XE4,Biostar ,,,,,LGA1155,ATX,32,4,Black / Orange
Gigabyte GA-Z77X-UD5H-WB,Gigabyte ,,,,,LGA1155,ATX,32,4,Black / Blue
ASRock Z77 Professional,ASRock ,,,,,LGA1155,ATX,32,4,Black / Red
Foxconn A75M,Foxconn ,,,,,FM1,Micro ATX,64,4,Multicolor
ASRock Z77 Performance,ASRock ,,,,,LGA1155,ATX,32,4,Black / Red
ASRock AD2700B-ITX,ASRock ,,,,,Integrated Atom D2700,Mini ITX,4,2,Black / Blue
ASRock A75 Pro4/MVP,ASRock ,,,,,FM1,ATX,32,4,Brown / Black
ASRock Q77M vPro,ASRock ,,,,,LGA1155,Micro ATX,32,4,Brown / Black
ASRock AD2500B-ITX,ASRock ,,,,,Integrated Atom D2500,Mini ITX,4,2,Black / Silver
